nom_img;annee;label;position;numcam;numech;vide;fraction_brun
2025_Conforme_1_Cam_B_1_129.jpg;2025;Conforme_1;B;1;129;True;0.0000
2025_Conforme_1_Cam_B_1_13.jpg;2025;Conforme_1;B;1;13;True;0.0065
2025_Conforme_1_Cam_B_1_130.jpg;2025;Conforme_1;B;1;130;False;0.2996
2025_Conforme_1_Cam_B_1_131.jpg;2025;Conforme_1;B;1;131;False;0.3033
2025_Conforme_1_Cam_B_1_132.jpg;2025;Conforme_1;B;1;132;True;0.0000
2025_Conforme_1_Cam_B_1_133.jpg;2025;Conforme_1;B;1;133;False;0.3600
2025_Conforme_1_Cam_B_1_134.jpg;2025;Conforme_1;B;1;134;False;0.2429
2025_Conforme_1_Cam_B_1_135.jpg;2025;Conforme_1;B;1;135;False;0.3695
2025_Conforme_1_Cam_B_1_136.jpg;2025;Conforme_1;B;1;136;False;0.3231
2025_Conforme_1_Cam_B_1_137.jpg;2025;Conforme_1;B;1;137;False;0.1189
2025_Conforme_1_Cam_B_1_138.jpg;2025;Conforme_1;B;1;138;False;0.2907
2025_Conforme_1_Cam_B_1_139.jpg;2025;Conforme_1;B;1;139;False;0.5537
2025_Conforme_1_Cam_B_1_14.jpg;2025;Conforme_1;B;1;14;True;0.0010
2025_Conforme_1_Cam_B_1_140.jpg;2025;Conforme_1;B;1;140;False;0.5726
2025_Conforme_1_Cam_B_1_141.jpg;2025;Conforme_1;B;1;141;False;0.5337
2025_Conforme_1_Cam_B_1_142.jpg;2025;Conforme_1;B;1;142;False;0.4568
2025_Conforme_1_Cam_B_1_143.jpg;2025;Conforme_1;B;1;143;False;0.3360
2025_Conforme_1_Cam_B_1_144.jpg;2025;Conforme_1;B;1;144;False;0.2832
2025_Conforme_1_Cam_B_1_145.jpg;2025;Conforme_1;B;1;145;False;0.1943
2025_Conforme_1_Cam_B_1_146.jpg;2025;Conforme_1;B;1;146;False;0.3850
2025_Conforme_1_Cam_B_1_147.jpg;2025;Conforme_1;B;1;147;False;0.4098
2025_Conforme_1_Cam_B_1_148.jpg;2025;Conforme_1;B;1;148;True;0.0010
2025_Conforme_1_Cam_B_1_149.jpg;2025;Conforme_1;B;1;149;False;0.4479
2025_Conforme_1_Cam_B_1_15.jpg;2025;Conforme_1;B;1;15;True;0.0002
2025_Conforme_1_Cam_B_1_150.jpg;2025;Conforme_1;B;1;150;False;0.4807
2025_Conforme_1_Cam_B_1_151.jpg;2025;Conforme_1;B;1;151;True;0.0000
2025_Conforme_1_Cam_B_1_152.jpg;2025;Conforme_1;B;1;152;True;0.0011
2025_Conforme_1_Cam_B_1_153.jpg;2025;Conforme_1;B;1;153;False;0.3320
2025_Conforme_1_Cam_B_1_154.jpg;2025;Conforme_1;B;1;154;True;0.0000
2025_Conforme_1_Cam_B_1_155.jpg;2025;Conforme_1;B;1;155;True;0.0000
2025_Conforme_1_Cam_B_1_156.jpg;2025;Conforme_1;B;1;156;True;0.0002
2025_Conforme_1_Cam_B_1_157.jpg;2025;Conforme_1;B;1;157;False;0.2024
2025_Conforme_1_Cam_B_1_158.jpg;2025;Conforme_1;B;1;158;False;0.1320
2025_Conforme_1_Cam_B_1_159.jpg;2025;Conforme_1;B;1;159;False;0.4792
2025_Conforme_1_Cam_B_1_16.jpg;2025;Conforme_1;B;1;16;True;0.0010
2025_Conforme_1_Cam_B_1_160.jpg;2025;Conforme_1;B;1;160;False;0.3758
2025_Conforme_1_Cam_B_1_161.jpg;2025;Conforme_1;B;1;161;False;0.1317
2025_Conforme_1_Cam_B_1_162.jpg;2025;Conforme_1;B;1;162;False;0.4364
2025_Conforme_1_Cam_B_1_163.jpg;2025;Conforme_1;B;1;163;False;0.7241
2025_Conforme_1_Cam_B_1_164.jpg;2025;Conforme_1;B;1;164;False;0.4197
2025_Conforme_1_Cam_B_1_165.jpg;2025;Conforme_1;B;1;165;False;0.2609
2025_Conforme_1_Cam_B_1_166.jpg;2025;Conforme_1;B;1;166;False;0.2745
2025_Conforme_1_Cam_B_1_167.jpg;2025;Conforme_1;B;1;167;False;0.4225
2025_Conforme_1_Cam_B_1_168.jpg;2025;Conforme_1;B;1;168;False;0.5667
2025_Conforme_1_Cam_B_1_169.jpg;2025;Conforme_1;B;1;169;False;0.2670
2025_Conforme_1_Cam_B_1_17.jpg;2025;Conforme_1;B;1;17;True;0.0013
2025_Conforme_1_Cam_B_1_170.jpg;2025;Conforme_1;B;1;170;False;0.5630
2025_Conforme_1_Cam_B_1_171.jpg;2025;Conforme_1;B;1;171;False;0.4452
2025_Conforme_1_Cam_B_1_172.jpg;2025;Conforme_1;B;1;172;False;0.2977
2025_Conforme_1_Cam_B_1_173.jpg;2025;Conforme_1;B;1;173;False;0.4393
2025_Conforme_1_Cam_B_1_174.jpg;2025;Conforme_1;B;1;174;False;0.5584
2025_Conforme_1_Cam_B_1_175.jpg;2025;Conforme_1;B;1;175;False;0.5369
2025_Conforme_1_Cam_B_1_176.jpg;2025;Conforme_1;B;1;176;False;0.5692
2025_Conforme_1_Cam_B_1_177.jpg;2025;Conforme_1;B;1;177;False;0.2262
2025_Conforme_1_Cam_B_1_178.jpg;2025;Conforme_1;B;1;178;False;0.4246
2025_Conforme_1_Cam_B_1_179.jpg;2025;Conforme_1;B;1;179;False;0.5281
2025_Conforme_1_Cam_B_1_18.jpg;2025;Conforme_1;B;1;18;True;0.0018
2025_Conforme_1_Cam_B_1_180.jpg;2025;Conforme_1;B;1;180;False;0.3135
2025_Conforme_1_Cam_B_1_181.jpg;2025;Conforme_1;B;1;181;False;0.2596
2025_Conforme_1_Cam_B_1_182.jpg;2025;Conforme_1;B;1;182;False;0.4452
2025_Conforme_1_Cam_B_1_183.jpg;2025;Conforme_1;B;1;183;False;0.3769
2025_Conforme_1_Cam_B_1_184.jpg;2025;Conforme_1;B;1;184;False;0.4232
2025_Conforme_1_Cam_B_1_185.jpg;2025;Conforme_1;B;1;185;False;0.3547
2025_Conforme_1_Cam_B_1_186.jpg;2025;Conforme_1;B;1;186;False;0.3915
2025_Conforme_1_Cam_B_1_187.jpg;2025;Conforme_1;B;1;187;False;0.2898
2025_Conforme_1_Cam_B_1_188.jpg;2025;Conforme_1;B;1;188;True;0.0000
2025_Conforme_1_Cam_B_1_189.jpg;2025;Conforme_1;B;1;189;False;0.5159
2025_Conforme_1_Cam_B_1_19.jpg;2025;Conforme_1;B;1;19;True;0.0144
2025_Conforme_1_Cam_B_1_190.jpg;2025;Conforme_1;B;1;190;False;0.2965
2025_Conforme_1_Cam_B_1_191.jpg;2025;Conforme_1;B;1;191;False;0.6310
2025_Conforme_1_Cam_B_1_192.jpg;2025;Conforme_1;B;1;192;False;0.5817
2025_Conforme_1_Cam_B_1_193.jpg;2025;Conforme_1;B;1;193;False;0.2587
2025_Conforme_1_Cam_B_1_194.jpg;2025;Conforme_1;B;1;194;False;0.2551
2025_Conforme_1_Cam_B_1_195.jpg;2025;Conforme_1;B;1;195;False;0.6353
2025_Conforme_1_Cam_B_1_196.jpg;2025;Conforme_1;B;1;196;False;0.2646
2025_Conforme_1_Cam_B_1_197.jpg;2025;Conforme_1;B;1;197;False;0.2617
2025_Conforme_1_Cam_B_1_198.jpg;2025;Conforme_1;B;1;198;False;0.4991
2025_Conforme_1_Cam_B_1_199.jpg;2025;Conforme_1;B;1;199;False;0.4030
2025_Conforme_1_Cam_B_1_2.jpg;2025;Conforme_1;B;1;2;True;0.0047
2025_Conforme_1_Cam_B_1_20.jpg;2025;Conforme_1;B;1;20;True;0.0118
2025_Conforme_1_Cam_B_1_200.jpg;2025;Conforme_1;B;1;200;False;0.1353
2025_Conforme_1_Cam_B_1_201.jpg;2025;Conforme_1;B;1;201;False;0.0739
2025_Conforme_1_Cam_B_1_202.jpg;2025;Conforme_1;B;1;202;False;0.4982
2025_Conforme_1_Cam_B_1_203.jpg;2025;Conforme_1;B;1;203;False;0.3802
2025_Conforme_1_Cam_B_1_204.jpg;2025;Conforme_1;B;1;204;False;0.4054
2025_Conforme_1_Cam_B_1_205.jpg;2025;Conforme_1;B;1;205;False;0.3640
2025_Conforme_1_Cam_B_1_206.jpg;2025;Conforme_1;B;1;206;False;0.3789
2025_Conforme_1_Cam_B_1_207.jpg;2025;Conforme_1;B;1;207;False;0.0734
2025_Conforme_1_Cam_B_1_208.jpg;2025;Conforme_1;B;1;208;False;0.3573
2025_Conforme_1_Cam_B_1_209.jpg;2025;Conforme_1;B;1;209;False;0.4036
2025_Conforme_1_Cam_B_1_21.jpg;2025;Conforme_1;B;1;21;True;0.0029
2025_Conforme_1_Cam_B_1_210.jpg;2025;Conforme_1;B;1;210;True;0.0000
2025_Conforme_1_Cam_B_1_211.jpg;2025;Conforme_1;B;1;211;True;0.0000
2025_Conforme_1_Cam_B_1_212.jpg;2025;Conforme_1;B;1;212;False;0.2783
2025_Conforme_1_Cam_B_1_213.jpg;2025;Conforme_1;B;1;213;True;0.0000
2025_Conforme_1_Cam_B_1_214.jpg;2025;Conforme_1;B;1;214;False;0.1636
2025_Conforme_1_Cam_B_1_215.jpg;2025;Conforme_1;B;1;215;False;0.4453
2025_Conforme_1_Cam_B_1_216.jpg;2025;Conforme_1;B;1;216;False;0.2857
2025_Conforme_1_Cam_B_1_217.jpg;2025;Conforme_1;B;1;217;False;0.1940
2025_Conforme_1_Cam_B_1_218.jpg;2025;Conforme_1;B;1;218;True;0.0005
2025_Conforme_1_Cam_B_1_219.jpg;2025;Conforme_1;B;1;219;False;0.4919
2025_Conforme_1_Cam_B_1_22.jpg;2025;Conforme_1;B;1;22;False;0.3441
2025_Conforme_1_Cam_B_1_220.jpg;2025;Conforme_1;B;1;220;False;0.1828
2025_Conforme_1_Cam_B_1_221.jpg;2025;Conforme_1;B;1;221;False;0.3444
2025_Conforme_1_Cam_B_1_222.jpg;2025;Conforme_1;B;1;222;False;0.5459
2025_Conforme_1_Cam_B_1_223.jpg;2025;Conforme_1;B;1;223;False;0.4262
2025_Conforme_1_Cam_B_1_224.jpg;2025;Conforme_1;B;1;224;False;0.1428
2025_Conforme_1_Cam_B_1_225.jpg;2025;Conforme_1;B;1;225;False;0.4242
2025_Conforme_1_Cam_B_1_226.jpg;2025;Conforme_1;B;1;226;True;0.0013
2025_Conforme_1_Cam_B_1_227.jpg;2025;Conforme_1;B;1;227;False;0.0814
2025_Conforme_1_Cam_B_1_228.jpg;2025;Conforme_1;B;1;228;True;0.0000
2025_Conforme_1_Cam_B_1_229.jpg;2025;Conforme_1;B;1;229;False;0.3257
2025_Conforme_1_Cam_B_1_23.jpg;2025;Conforme_1;B;1;23;True;0.0025
2025_Conforme_1_Cam_B_1_230.jpg;2025;Conforme_1;B;1;230;False;0.2736
2025_Conforme_1_Cam_B_1_231.jpg;2025;Conforme_1;B;1;231;False;0.2447
2025_Conforme_1_Cam_B_1_232.jpg;2025;Conforme_1;B;1;232;False;0.1436
2025_Conforme_1_Cam_B_1_233.jpg;2025;Conforme_1;B;1;233;False;0.3617
2025_Conforme_1_Cam_B_1_234.jpg;2025;Conforme_1;B;1;234;True;0.0000
2025_Conforme_1_Cam_B_1_235.jpg;2025;Conforme_1;B;1;235;False;0.2985
2025_Conforme_1_Cam_B_1_236.jpg;2025;Conforme_1;B;1;236;False;0.2619
2025_Conforme_1_Cam_B_1_237.jpg;2025;Conforme_1;B;1;237;False;0.2068
2025_Conforme_1_Cam_B_1_238.jpg;2025;Conforme_1;B;1;238;True;0.0000
2025_Conforme_1_Cam_B_1_239.jpg;2025;Conforme_1;B;1;239;False;0.1676
2025_Conforme_1_Cam_B_1_24.jpg;2025;Conforme_1;B;1;24;True;0.0004
2025_Conforme_1_Cam_B_1_240.jpg;2025;Conforme_1;B;1;240;False;0.3926
2025_Conforme_1_Cam_B_1_241.jpg;2025;Conforme_1;B;1;241;True;0.0006
2025_Conforme_1_Cam_B_1_242.jpg;2025;Conforme_1;B;1;242;False;0.3461
2025_Conforme_1_Cam_B_1_243.jpg;2025;Conforme_1;B;1;243;False;0.0794
2025_Conforme_1_Cam_B_1_244.jpg;2025;Conforme_1;B;1;244;False;0.2059
2025_Conforme_1_Cam_B_1_245.jpg;2025;Conforme_1;B;1;245;AMBIGU;0.0570
2025_Conforme_1_Cam_B_1_246.jpg;2025;Conforme_1;B;1;246;True;0.0000
2025_Conforme_1_Cam_B_1_247.jpg;2025;Conforme_1;B;1;247;False;0.5155
2025_Conforme_1_Cam_B_1_248.jpg;2025;Conforme_1;B;1;248;True;0.0000
2025_Conforme_1_Cam_B_1_249.jpg;2025;Conforme_1;B;1;249;False;0.7218
2025_Conforme_1_Cam_B_1_25.jpg;2025;Conforme_1;B;1;25;True;0.0006
2025_Conforme_1_Cam_B_1_250.jpg;2025;Conforme_1;B;1;250;False;0.1672
2025_Conforme_1_Cam_B_1_251.jpg;2025;Conforme_1;B;1;251;False;0.3541
2025_Conforme_1_Cam_B_1_252.jpg;2025;Conforme_1;B;1;252;False;0.4324
2025_Conforme_1_Cam_B_1_253.jpg;2025;Conforme_1;B;1;253;False;0.2623
2025_Conforme_1_Cam_B_1_254.jpg;2025;Conforme_1;B;1;254;False;0.2494
2025_Conforme_1_Cam_B_1_255.jpg;2025;Conforme_1;B;1;255;False;0.3123
2025_Conforme_1_Cam_B_1_256.jpg;2025;Conforme_1;B;1;256;True;0.0000
2025_Conforme_1_Cam_B_1_257.jpg;2025;Conforme_1;B;1;257;True;0.0027
2025_Conforme_1_Cam_B_1_258.jpg;2025;Conforme_1;B;1;258;True;0.0018
2025_Conforme_1_Cam_B_1_259.jpg;2025;Conforme_1;B;1;259;True;0.0024
2025_Conforme_1_Cam_B_1_26.jpg;2025;Conforme_1;B;1;26;True;0.0041
2025_Conforme_1_Cam_B_1_260.jpg;2025;Conforme_1;B;1;260;False;0.1649
2025_Conforme_1_Cam_B_1_261.jpg;2025;Conforme_1;B;1;261;False;0.3983
2025_Conforme_1_Cam_B_1_262.jpg;2025;Conforme_1;B;1;262;False;0.2740
2025_Conforme_1_Cam_B_1_263.jpg;2025;Conforme_1;B;1;263;False;0.3406
2025_Conforme_1_Cam_B_1_264.jpg;2025;Conforme_1;B;1;264;True;0.0000
2025_Conforme_1_Cam_B_1_265.jpg;2025;Conforme_1;B;1;265;False;0.3811
2025_Conforme_1_Cam_B_1_266.jpg;2025;Conforme_1;B;1;266;False;0.1788
2025_Conforme_1_Cam_B_1_267.jpg;2025;Conforme_1;B;1;267;False;0.4777
2025_Conforme_1_Cam_B_1_268.jpg;2025;Conforme_1;B;1;268;False;0.5293
2025_Conforme_1_Cam_B_1_269.jpg;2025;Conforme_1;B;1;269;False;0.3991
2025_Conforme_1_Cam_B_1_27.jpg;2025;Conforme_1;B;1;27;True;0.0034
2025_Conforme_1_Cam_B_1_270.jpg;2025;Conforme_1;B;1;270;True;0.0000
2025_Conforme_1_Cam_B_1_271.jpg;2025;Conforme_1;B;1;271;False;0.2140
2025_Conforme_1_Cam_B_1_272.jpg;2025;Conforme_1;B;1;272;False;0.5599
2025_Conforme_1_Cam_B_1_273.jpg;2025;Conforme_1;B;1;273;False;0.3801
2025_Conforme_1_Cam_B_1_274.jpg;2025;Conforme_1;B;1;274;False;0.4113
2025_Conforme_1_Cam_B_1_275.jpg;2025;Conforme_1;B;1;275;False;0.0627
2025_Conforme_1_Cam_B_1_276.jpg;2025;Conforme_1;B;1;276;True;0.0000
2025_Conforme_1_Cam_B_1_277.jpg;2025;Conforme_1;B;1;277;True;0.0022
2025_Conforme_1_Cam_B_1_278.jpg;2025;Conforme_1;B;1;278;False;0.6516
2025_Conforme_1_Cam_B_1_279.jpg;2025;Conforme_1;B;1;279;True;0.0000
2025_Conforme_1_Cam_B_1_28.jpg;2025;Conforme_1;B;1;28;True;0.0001
2025_Conforme_1_Cam_B_1_280.jpg;2025;Conforme_1;B;1;280;False;0.5392
2025_Conforme_1_Cam_B_1_281.jpg;2025;Conforme_1;B;1;281;False;0.4767
2025_Conforme_1_Cam_B_1_282.jpg;2025;Conforme_1;B;1;282;False;0.4209
2025_Conforme_1_Cam_B_1_283.jpg;2025;Conforme_1;B;1;283;False;0.7463
2025_Conforme_1_Cam_B_1_284.jpg;2025;Conforme_1;B;1;284;False;0.4953
2025_Conforme_1_Cam_B_1_285.jpg;2025;Conforme_1;B;1;285;False;0.3185
2025_Conforme_1_Cam_B_1_286.jpg;2025;Conforme_1;B;1;286;False;0.3090
2025_Conforme_1_Cam_B_1_287.jpg;2025;Conforme_1;B;1;287;False;0.6336
2025_Conforme_1_Cam_B_1_288.jpg;2025;Conforme_1;B;1;288;False;0.4893
2025_Conforme_1_Cam_B_1_289.jpg;2025;Conforme_1;B;1;289;False;0.2377
2025_Conforme_1_Cam_B_1_29.jpg;2025;Conforme_1;B;1;29;True;0.0000
2025_Conforme_1_Cam_B_1_290.jpg;2025;Conforme_1;B;1;290;False;0.5182
2025_Conforme_1_Cam_B_1_291.jpg;2025;Conforme_1;B;1;291;False;0.2119
2025_Conforme_1_Cam_B_1_292.jpg;2025;Conforme_1;B;1;292;False;0.1067
2025_Conforme_1_Cam_B_1_293.jpg;2025;Conforme_1;B;1;293;False;0.1320
2025_Conforme_1_Cam_B_1_294.jpg;2025;Conforme_1;B;1;294;False;0.3830
2025_Conforme_1_Cam_B_1_295.jpg;2025;Conforme_1;B;1;295;False;0.4864
2025_Conforme_1_Cam_B_1_296.jpg;2025;Conforme_1;B;1;296;False;0.3355
2025_Conforme_1_Cam_B_1_297.jpg;2025;Conforme_1;B;1;297;False;0.1975
2025_Conforme_1_Cam_B_1_298.jpg;2025;Conforme_1;B;1;298;False;0.4159
2025_Conforme_1_Cam_B_1_299.jpg;2025;Conforme_1;B;1;299;False;0.1167
2025_Conforme_1_Cam_B_1_3.jpg;2025;Conforme_1;B;1;3;True;0.0026
2025_Conforme_1_Cam_B_1_30.jpg;2025;Conforme_1;B;1;30;True;0.0042
2025_Conforme_1_Cam_B_1_300.jpg;2025;Conforme_1;B;1;300;False;0.5372
2025_Conforme_1_Cam_B_1_301.jpg;2025;Conforme_1;B;1;301;False;0.3631
2025_Conforme_1_Cam_B_1_302.jpg;2025;Conforme_1;B;1;302;False;0.2277
2025_Conforme_1_Cam_B_1_303.jpg;2025;Conforme_1;B;1;303;False;0.4599
2025_Conforme_1_Cam_B_1_304.jpg;2025;Conforme_1;B;1;304;False;0.3286
2025_Conforme_1_Cam_B_1_305.jpg;2025;Conforme_1;B;1;305;False;0.1840
2025_Conforme_1_Cam_B_1_306.jpg;2025;Conforme_1;B;1;306;False;0.1644
2025_Conforme_1_Cam_B_1_307.jpg;2025;Conforme_1;B;1;307;False;0.2440
2025_Conforme_1_Cam_B_1_308.jpg;2025;Conforme_1;B;1;308;False;0.3779
2025_Conforme_1_Cam_B_1_309.jpg;2025;Conforme_1;B;1;309;False;0.5012
2025_Conforme_1_Cam_B_1_31.jpg;2025;Conforme_1;B;1;31;True;0.0000
2025_Conforme_1_Cam_B_1_310.jpg;2025;Conforme_1;B;1;310;False;0.4178
2025_Conforme_1_Cam_B_1_311.jpg;2025;Conforme_1;B;1;311;False;0.5918
2025_Conforme_1_Cam_B_1_312.jpg;2025;Conforme_1;B;1;312;False;0.2588
2025_Conforme_1_Cam_B_1_313.jpg;2025;Conforme_1;B;1;313;False;0.3158
2025_Conforme_1_Cam_B_1_314.jpg;2025;Conforme_1;B;1;314;False;0.2815
2025_Conforme_1_Cam_B_1_315.jpg;2025;Conforme_1;B;1;315;False;0.4913
2025_Conforme_1_Cam_B_1_316.jpg;2025;Conforme_1;B;1;316;False;0.5280
2025_Conforme_1_Cam_B_1_317.jpg;2025;Conforme_1;B;1;317;False;0.3168
2025_Conforme_1_Cam_B_1_318.jpg;2025;Conforme_1;B;1;318;False;0.4054
2025_Conforme_1_Cam_B_1_319.jpg;2025;Conforme_1;B;1;319;False;0.5412
2025_Conforme_1_Cam_B_1_32.jpg;2025;Conforme_1;B;1;32;False;0.3464
2025_Conforme_1_Cam_B_1_320.jpg;2025;Conforme_1;B;1;320;False;0.3136
2025_Conforme_1_Cam_B_1_321.jpg;2025;Conforme_1;B;1;321;True;0.0000
2025_Conforme_1_Cam_B_1_322.jpg;2025;Conforme_1;B;1;322;False;0.3610
2025_Conforme_1_Cam_B_1_323.jpg;2025;Conforme_1;B;1;323;True;0.0000
2025_Conforme_1_Cam_B_1_324.jpg;2025;Conforme_1;B;1;324;False;0.5549
2025_Conforme_1_Cam_B_1_325.jpg;2025;Conforme_1;B;1;325;False;0.2959
2025_Conforme_1_Cam_B_1_326.jpg;2025;Conforme_1;B;1;326;False;0.0827
2025_Conforme_1_Cam_B_1_327.jpg;2025;Conforme_1;B;1;327;False;0.3538
2025_Conforme_1_Cam_B_1_328.jpg;2025;Conforme_1;B;1;328;False;0.5745
2025_Conforme_1_Cam_B_1_329.jpg;2025;Conforme_1;B;1;329;False;0.4747
2025_Conforme_1_Cam_B_1_33.jpg;2025;Conforme_1;B;1;33;True;0.0000
2025_Conforme_1_Cam_B_1_330.jpg;2025;Conforme_1;B;1;330;False;0.2597
2025_Conforme_1_Cam_B_1_331.jpg;2025;Conforme_1;B;1;331;False;0.3680
2025_Conforme_1_Cam_B_1_332.jpg;2025;Conforme_1;B;1;332;False;0.1545
2025_Conforme_1_Cam_B_1_333.jpg;2025;Conforme_1;B;1;333;False;0.2247
2025_Conforme_1_Cam_B_1_334.jpg;2025;Conforme_1;B;1;334;False;0.3255
2025_Conforme_1_Cam_B_1_335.jpg;2025;Conforme_1;B;1;335;False;0.4965
2025_Conforme_1_Cam_B_1_336.jpg;2025;Conforme_1;B;1;336;False;0.0706
2025_Conforme_1_Cam_B_1_337.jpg;2025;Conforme_1;B;1;337;False;0.0987
2025_Conforme_1_Cam_B_1_338.jpg;2025;Conforme_1;B;1;338;False;0.3133
2025_Conforme_1_Cam_B_1_339.jpg;2025;Conforme_1;B;1;339;False;0.2937
2025_Conforme_1_Cam_B_1_34.jpg;2025;Conforme_1;B;1;34;True;0.0000
2025_Conforme_1_Cam_B_1_340.jpg;2025;Conforme_1;B;1;340;False;0.5207
2025_Conforme_1_Cam_B_1_341.jpg;2025;Conforme_1;B;1;341;True;0.0007
2025_Conforme_1_Cam_B_1_342.jpg;2025;Conforme_1;B;1;342;False;0.3963
2025_Conforme_1_Cam_B_1_343.jpg;2025;Conforme_1;B;1;343;False;0.4591
2025_Conforme_1_Cam_B_1_344.jpg;2025;Conforme_1;B;1;344;False;0.5683
2025_Conforme_1_Cam_B_1_345.jpg;2025;Conforme_1;B;1;345;False;0.3219
2025_Conforme_1_Cam_B_1_346.jpg;2025;Conforme_1;B;1;346;False;0.3910
2025_Conforme_1_Cam_B_1_347.jpg;2025;Conforme_1;B;1;347;False;0.3114
2025_Conforme_1_Cam_B_1_348.jpg;2025;Conforme_1;B;1;348;False;0.1375
2025_Conforme_1_Cam_B_1_349.jpg;2025;Conforme_1;B;1;349;False;0.1529
2025_Conforme_1_Cam_B_1_35.jpg;2025;Conforme_1;B;1;35;True;0.0004
2025_Conforme_1_Cam_B_1_350.jpg;2025;Conforme_1;B;1;350;False;0.4274
2025_Conforme_1_Cam_B_1_351.jpg;2025;Conforme_1;B;1;351;False;0.1238
2025_Conforme_1_Cam_B_1_352.jpg;2025;Conforme_1;B;1;352;False;0.3583
2025_Conforme_1_Cam_B_1_353.jpg;2025;Conforme_1;B;1;353;False;0.0671
2025_Conforme_1_Cam_B_1_354.jpg;2025;Conforme_1;B;1;354;True;0.0013
2025_Conforme_1_Cam_B_1_355.jpg;2025;Conforme_1;B;1;355;True;0.0000
2025_Conforme_1_Cam_B_1_356.jpg;2025;Conforme_1;B;1;356;False;0.3990
2025_Conforme_1_Cam_B_1_357.jpg;2025;Conforme_1;B;1;357;False;0.5579
2025_Conforme_1_Cam_B_1_358.jpg;2025;Conforme_1;B;1;358;False;0.3959
2025_Conforme_1_Cam_B_1_359.jpg;2025;Conforme_1;B;1;359;False;0.1342
2025_Conforme_1_Cam_B_1_36.jpg;2025;Conforme_1;B;1;36;True;0.0038
2025_Conforme_1_Cam_B_1_360.jpg;2025;Conforme_1;B;1;360;False;0.2587
2025_Conforme_1_Cam_B_1_361.jpg;2025;Conforme_1;B;1;361;False;0.3903
2025_Conforme_1_Cam_B_1_362.jpg;2025;Conforme_1;B;1;362;False;0.3051
2025_Conforme_1_Cam_B_1_363.jpg;2025;Conforme_1;B;1;363;True;0.0000
2025_Conforme_1_Cam_B_1_364.jpg;2025;Conforme_1;B;1;364;False;0.2972
